Name,Address,Email,Phone
Grundschule Jagstfeld   ,Hohe Str. 26 74177 Bad Friedrichshall,poststelle@04123535.schule.bwl.de,07136/832 880
Grundschule Kochendorf   ,Lindenweg 4 74177 Bad Friedrichshall,poststelle@04123547.schule.bwl.de,07136/832-251
Grundschule Plattenwald   ,Am Römerturm 10 74177 Bad Friedrichshall,poststelle@04164732.schule.bwl.de,07136 832-860
Otto-Klenert-Schule  Realschule und Werkrealschule,Rathausplatz 7 74177 Bad Friedrichshall,poststelle@04161329.schule.bwl.de,07136/832-500
Falkensteinschule Grundschule Bad Herrenalb ,Dobeltal 26 76332 Bad Herrenalb,poststelle@04131209.schule.bwl.de,07083/2102
Berufliche Schule Bad Krozingen  ,Südring 3 79189 Bad Krozingen,poststelle@04100778.schule.bwl.de,07633 92016-0
Christliche Schule Private Grundschule  ,Herbert-Hellmann-Allee 12 79189 Bad Krozingen,,
Grundschule Biengen   ,Hauptstr. 7 79189 Bad Krozingen,poststelle@04146092.schule.bwl.de,07633/3956
Grundschule Tunsel   ,St.-Michael-Str. 18 79189 Bad Krozingen,poststelle@04146122.schule.bwl.de,07633/406135
Joh.-Heinrich-v.Landeck-Schule Grund- und Werkrealschule  ,Schwarzwaldstr. 31 79189 Bad Krozingen,poststelle@04146080.schule.bwl.de,07633/92710
Kreisgymnasium   ,Südring 5 79189 Bad Krozingen,poststelle@04165347.schule.bwl.de,07633 95802-0
Max-Planck-Realschule   ,Südring 9 79189 Bad Krozingen,poststelle@04119143.schule.bwl.de,07633/92790
Burghalde Privates sonderpädagogisches Bildungs- und Beratungszentrum geist. Entwicklung u. Lernen,Burghaldenweg 61 75378 Bad Liebenzell,,07052/4020
Freie Dorfschule Unterlengenhardt Freie Waldorfschule ,Johannes-Kepler-Str. 19 75378 Bad Liebenzell,,
Reuchlin-Schulen Grundschule  ,Hindenburgstr. 6 75378 Bad Liebenzell,poststelle@04131234.schule.bwl.de,07052/2012
Reuchlin-Schulen RS   ,Hindenburgstr. 6 75378 Bad Liebenzell,poststelle@04118965.schule.bwl.de,07052/2012
Reuchlin-Schulen Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Hindenburgstr. 6 75378 Bad Liebenzell,poststelle@04108200.schule.bwl.de,07052/2012
Abendrealschule Bad Mergentheim  ,Johann-Hammer-Str. 24 97980 Bad Mergentheim,,07931/491-371
"Berufliche Schule f. Ernährung Pflege, Erziehung Bad Mergentheim ",Seegartenstr. 16 97980 Bad Mergentheim,poststelle@04102556.schule.bwl.de,07931/4826-70
Deutschorden-Gymnasium   ,Kopernikusstr. 11 97980 Bad Mergentheim,poststelle@04103512.schule.bwl.de,07931/574070
Eduard-Mörike-Schule Gemeinschaftsschule  ,Maurus-Weber-Str. 48 97980 Bad Mergentheim,poststelle@04128429.schule.bwl.de,07931/57-4021
Freie  katholische Realschule St. Bernhard  ,Holzapfelgasse 15 97980 Bad Mergentheim,poststelle@04300408.schule.bwl.de,07931/52054
Gewerbliche Schule Bad Mergentheim  ,Seegartenstr. 16 97980 Bad Mergentheim,poststelle@04101163.schule.bwl.de,07931/4826-10
Grundschule am Engelsberg Markelsheim  ,Engelsberg 4 97980 Bad Mergentheim,poststelle@04128430.schule.bwl.de,07931/43928
Grundschule am Kirchberg Stuppach/Neunkirchen  ,Grünewaldstr. 38 97980 Bad Mergentheim,poststelle@04166017.schule.bwl.de,07931/41519
Grundschule Bad Mergentheim   ,Schulgasse 3 97980 Bad Mergentheim,poststelle@04128417.schule.bwl.de,07931/57-4090
Grundschule Edelfingen   ,Zum Grund 5 97980 Bad Mergentheim,poststelle@04128247.schule.bwl.de,07931/6972
Grundschule St.Bernhard Freie Katholische Schule  ,Holzapfelgasse 15 97980 Bad Mergentheim,,07931/52054
Kaufmännische Schule Bad Mergentheim  ,Wachbacher Str. 42 97980 Bad Mergentheim,poststelle@04100031.schule.bwl.de,07931/4826-50
Kitzberg-Klinik Privates sonderpädagogisches Bildungs- und Beratungszentrum Schüler i.längerer Krankenh.,Erlenbachweg 24 97980 Bad Mergentheim,,07931/53160
Kolping Bildung Nordwürttemberg gGmbH  ,Wachbacher Str. 42 97980 Bad Mergentheim,poststelle@04311212.schule.bwl.de,07931/2091
Kopernikus-Realschule   ,Kopernikusstr. 4 97980 Bad Mergentheim,poststelle@04113505.schule.bwl.de,07931/57-4030
Lorenz-Fries-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Maurus-Weber-Str. 46 97980 Bad Mergentheim,poststelle@04107311.schule.bwl.de,07931/57-4060
Ottmar-Schönhuth-Schule Grundschule Wachbach ,Erpfentalstr. 5 97980 Bad Mergentheim,poststelle@04128442.schule.bwl.de,07931/2402
Matthias-Erzberger-Schule Grundschule Bad Peterstal-Griesbach ,Schwarzwaldstr. 7 77740 Bad Peterstal-Griesbach,poststelle@04155706.schule.bwl.de,07806/445
Albert-Schweitzer-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Wagnerstr. 7 74906 Bad Rappenau,poststelle@04107487.schule.bwl.de,07264/6651
Gemeinschaftsschule und Realschule Bad Rappenau  ,Heinsheimer Str. 22 74906 Bad Rappenau,poststelle@04123559.schule.bwl.de,07264/96031-0
Grundschule Bad Rappenau   ,Wagnerstr. 7/1 74906 Bad Rappenau,poststelle@04166923.schule.bwl.de,07264 913-652
Grundschule Bonfeld   ,Biberacher Str. 6 74906 Bad Rappenau,poststelle@04123560.schule.bwl.de,07066/8330
Grundschule Fürfeld   ,Sinsheimer Str. 16 74906 Bad Rappenau,poststelle@04163594.schule.bwl.de,07066/8105
Grundschule Grombach   ,Ortsstr. 22 74906 Bad Rappenau,poststelle@04163557.schule.bwl.de,07266/8054
Grundschule Heinsheim   ,Schulgasse 12 74906 Bad Rappenau,poststelle@04123584.schule.bwl.de,07264/4484
Grundschule Obergimpern   ,Am Dreschplatz 1-3 74906 Bad Rappenau,poststelle@04123596.schule.bwl.de,07268/347
Mühlentalschule  Zimmerhof (Grundschule)  ,Ehrenbergstr. 28 74906 Bad Rappenau,poststelle@04165372.schule.bwl.de,07264/913375
Theodor-Heuss-Schule Grundschule Babstadt ,Sportplatzweg 4 74906 Bad Rappenau,poststelle@04164628.schule.bwl.de,07268/1087
Grundschule Schapbach   ,Schulstr. 5 77776 Bad Rippoldsau-Schapbach,poststelle@04132354.schule.bwl.de,07839/96815
Anton-Leo-Schule Grundschule  ,Esperantostr. 1 79713 Bad Säckingen,poststelle@04154106.schule.bwl.de,07761/2263
Caritas Jugendhilfe pro juve Privates Sonderpädagogisches Bildungs- und Beratungszentrum emot. u. soziale Entwicklung,Hasenrütte 4 79713 Bad Säckingen,,07761/931-51
Ev. Schulkindergarten Heinrich Zeller  ,Schillerstr. 51 79713 Bad Säckingen,,07761/8858
Flößer-Grundschule Wallbach   ,Hauptstr. 64 79713 Bad Säckingen,poststelle@04154155.schule.bwl.de,07761/1513
Gewerbeschule Bad Säckingen  ,Rippolinger Str. 2 79713 Bad Säckingen,poststelle@04102179.schule.bwl.de,07761/560920
Grundschule Obersäckingen   ,Heinrich-Hübsch-Str. 10 79713 Bad Säckingen,poststelle@04154131.schule.bwl.de,07761/2831
Hans-Thoma-Schule Gemeinschaftsschule  ,Zähringerstr. 30 79713 Bad Säckingen,poststelle@04154088.schule.bwl.de,07761/2387
Hauswirtschaftliche Schulen   ,Rippolinger Str. 1 79713 Bad Säckingen,poststelle@04103160.schule.bwl.de,07761/5609-60
Josef-Anton-Sickinger- Grundschule  ,Am Käferhölzle 4 79713 Bad Säckingen,poststelle@04154143.schule.bwl.de,07761/936931
Rudolf-Eberle-Schule Kaufmännische Schulen  ,Rippolinger Str. 3 79713 Bad Säckingen,poststelle@04100845.schule.bwl.de,07761 5609-50
Rudolf-Graber-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Werderstr. 20 79713 Bad Säckingen,poststelle@04108984.schule.bwl.de,07761/6920
Scheffel-Gymnasium   ,Untere Flüh 4 79713 Bad Säckingen,poststelle@04106306.schule.bwl.de,07761/929830
Weihermattenschule Grundschule  ,Dürerstr. 16 79713 Bad Säckingen,poststelle@04154118.schule.bwl.de,07761/2264
Werner-Kirchhofer-Realschule   ,Zähringerstr. 28 79713 Bad Säckingen,poststelle@04119684.schule.bwl.de,07761/2362
Abendrealschule   ,Schulstr. 1 88348 Bad Saulgau,,07581/1503
Aicher-Scholl-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Hindenburgstr. 27 88348 Bad Saulgau,poststelle@04110851.schule.bwl.de,07581/2007781
Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Geschwister-Scholl-Str. 2 88348 Bad Saulgau,poststelle@04109757.schule.bwl.de,07581/48491-0
Grundschule Renhardsweiler   ,Eichenmoos 6 88348 Bad Saulgau,poststelle@04144216.schule.bwl.de,07581/8370
Helene-Weber-Schule   ,Wuhrweg 36-38 88348 Bad Saulgau,poststelle@04101072.schule.bwl.de,07581/48603
Hummel-Grundschule   ,Geschwister-Scholl-Str. 2 88348 Bad Saulgau,poststelle@04144307.schule.bwl.de,07581/48491-0
Störck-Gymnasium   ,Liebfrauenstr. 1 88348 Bad Saulgau,poststelle@04112021.schule.bwl.de,07581/48737-0
Walter Knoll Schulverbund Realschule und Werkrealschule  ,Schulstr. 1 88348 Bad Saulgau,poststelle@04144290.schule.bwl.de,0 75 81 / 48 36 50
Willi-Burth-Schule Gewerbl. Schule  ,Wuhrweg 36 88348 Bad Saulgau,poststelle@04102441.schule.bwl.de,07581/48602
Franz-Josef-Kuhn-Grundschule Langenbrücken  ,Huttenstr. 21 76669 Bad Schönborn,poststelle@04137522.schule.bwl.de,07253/4645
Franz-Josef-Mone-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Falltorstr. 22 76669 Bad Schönborn,poststelle@04108406.schule.bwl.de,07253/5300
Michael-Ende- Gemeinschaftsschule  ,Schönborn-Allee 30 76669 Bad Schönborn,poststelle@04137534.schule.bwl.de,07253/977990
Realschule   ,Ohrenbergstr. 9 76669 Bad Schönborn,poststelle@04118382.schule.bwl.de,07253 9567-840
Caspar-Mohr-Progymnasium   ,Friedrich-Jahn-Str. 2 88427 Bad Schussenried,poststelle@04112033.schule.bwl.de,07583/940190
Drümmelbergschule Grund- u. Werkrealschule  ,Friedrich-Jahn-Str. 2 88427 Bad Schussenried,poststelle@04117936.schule.bwl.de,07583 9401-60
Jakob-Emele-Realschule   ,Friedrich-Jahn-Str. 2 88427 Bad Schussenried,poststelle@04120157.schule.bwl.de,07583/940180
Karl-Georg-Haldenwang-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Schulstr. 63 75385 Bad Teinach-Zavelstein,poststelle@04110516.schule.bwl.de,07053 968143-10
"Krokusschule, Grundschule Bad Teinach-Zavelstein  ",Schulstr. 65 75385 Bad Teinach-Zavelstein,poststelle@04131465.schule.bwl.de,07053/8912
Schulkindergarten Krokuswiesen Schulkindergarten für geistigbehinderte und körper- behinderte Kinder,Schulstr. 61 75385 Bad Teinach-Zavelstein,poststelle@04159803.schule.bwl.de,07053/ 92592830
Grundschule Bad Überkingen   ,Aufhauser Str. 20 73337 Bad Überkingen,poststelle@04113839.schule.bwl.de,07331/62593
Grundschule Unterböhringen   ,Am Talbach 7 73337 Bad Überkingen,poststelle@04113852.schule.bwl.de,07334/4335
Paul-Kerschensteiner-Schule Landesberufsschule für das Hotel- und Gaststättengewerbe ,In den Gassenäckern 10 73337 Bad Überkingen,poststelle@04101187.schule.bwl.de,07331/95360
Barbara-Gonzaga- Gemeinschaftsschule  ,Spitalstr. 7-9 72574 Bad Urach,poststelle@04138800.schule.bwl.de,07125/144610
Georg-Goldstein-Schule Kaufm. Schule  ,Elsachstr. 11 72574 Bad Urach,poststelle@04101126.schule.bwl.de,07125/94700
Geschwister-Scholl-Realschule   ,Immanuel-Kant-Str. 32 72574 Bad Urach,poststelle@04119842.schule.bwl.de,07125/144050
Graf-Eberhard-Gymnasium   ,Immanuel-Kant-Str. 26 72574 Bad Urach,poststelle@04112185.schule.bwl.de,07125/144010
Grundschule Wittlingen   ,Bühlstr. 18 72574 Bad Urach,poststelle@04138812.schule.bwl.de,07125/3435
Sonderberufschule Haus am Berg  ,Münsinger Str. 96 72574 Bad Urach,,07125/301-18
Wilhelmschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Graf-Eberhard-Platz 11 72574 Bad Urach,poststelle@04109861.schule.bwl.de,07125/408356
Döchtbühlschule Grund- u. Werkrealschule  ,Döchtbühlweg 5 88339 Bad Waldsee,poststelle@04139609.schule.bwl.de,07524/97669100
Döchtbühlschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Döchtbühlweg 3 88339 Bad Waldsee,poststelle@04109873.schule.bwl.de,07524/97669300
Durlesbachschule Grundschule Reute  ,Friedenslinde 6 88339 Bad Waldsee,poststelle@04139610.schule.bwl.de,07524/8780
Eugen-Bolz-Schule Freie Kath. Schule Grund- und Werkrealschule ,Steinacher Str. 39 88339 Bad Waldsee,poststelle@04300305.schule.bwl.de,07524/5855
"Eugen-Bolz-Schule Freie Kath. Schule, Realschule  ",Steinacher Str. 39 88339 Bad Waldsee,,0 75 24 / 58 55
Grundschule Haisterkirch   ,Rathausstr. 1 88339 Bad Waldsee,poststelle@04139622.schule.bwl.de,07524/5526
Gymnasium   ,Döchtbühlweg 2 88339 Bad Waldsee,poststelle@04112197.schule.bwl.de,07524/97669-400
Realschule   ,Döchtbühlweg 1 88339 Bad Waldsee,poststelle@04120315.schule.bwl.de, 07524/97669-200
Enztal-Gymnasium Wildbad   ,Paulinenstr. 39 75323 Bad Wildbad,poststelle@04105818.schule.bwl.de,07081/93980
"Fünf-Täler-Schule  Grund-,Werkreal und Realschule ",Jahnstr. 4 75323 Bad Wildbad,poststelle@04131519.schule.bwl.de,07081/92368-0
Goßweilerschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Jahnstr. 4 75323 Bad Wildbad,poststelle@04108479.schule.bwl.de,07081/92368-21
Wilhelmschule Grundschule   ,Bismarckstr. 30 75323 Bad Wildbad,poststelle@04131507.schule.bwl.de,07081/3307
Hohenstaufen-Gymnasium   ,Schulstr. 23 74206 Bad Wimpfen,poststelle@04103524.schule.bwl.de,07063/93360
Ludwig-Frohnhäuser-Schule Gemeinschaftsschule  ,Frohnhäuserstr. 11 74206 Bad Wimpfen,poststelle@04123626.schule.bwl.de,07063/961040
Stephen-Hawking-Schule   ,Frohnhäuserstr. 11 74206 Bad Wimpfen,poststelle@04319259.schule.bwl.de,06223 993 7825
Grundschule   ,Memminger Str. 17 88410 Bad Wurzach,poststelle@04165566.schule.bwl.de,07564/93410
Grundschule Arnach   ,Berchtoldweg 4 88410 Bad Wurzach,poststelle@04139646.schule.bwl.de,07564/3580
Grundschule Eintürnen   ,Rathausstr. 10 88410 Bad Wurzach,poststelle@04139671.schule.bwl.de,07527/6359
Grundschule Haid   ,Barockstr. 22 88410 Bad Wurzach,poststelle@04162097.schule.bwl.de,0 75 64 / 25 87
Grundschule Seibranz-Hauerz   ,Gospoldshofer Str. 19 88410 Bad Wurzach,poststelle@04139701.schule.bwl.de,0 75 64 / 25 21
Grundschule Unterschwarzach   ,Fichtenstr. 19 88410 Bad Wurzach,poststelle@04139713.schule.bwl.de,07564/91390
Gymnasium Salvatorkolleg   ,Herrenstr. 20 88410 Bad Wurzach,poststelle@04300925.schule.bwl.de,07564/2027
Privates sonderpädagogisches Bildungs- u. Beratungszentrum Arnach Schüler i.längerer Krankenh.,Berchtoldweg 4 88410 Bad Wurzach,poststelle@04317986.schule.bwl.de,07564 94865-0
Realschule   ,Am Schulzentrum 12 88410 Bad Wurzach,poststelle@04120327.schule.bwl.de,07564/930140
Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen ,Schulzentrum 14 88410 Bad Wurzach,poststelle@04109903.schule.bwl.de,07564/930110
Werkrealschule   ,Schulzentrum 10 88410 Bad Wurzach,poststelle@04139634.schule.bwl.de,07564/930130
BBS Baden-Badener Sprachschule GmbH  ,Lange Str. 94 76530 Baden-Baden,,07221/22661
Bernd-Blindow-Schule   ,Laubstr. 24 76530 Baden-Baden,,07221/3994960
EurAka  gGmbH Baden-Baden ,Jägerweg 8 76532 Baden-Baden,,07221/931312
Grundschule Balg   ,Balger Hauptstr. 59 76532 Baden-Baden,poststelle@04129562.schule.bwl.de,07221/931962
Grundschule Cité Baden-Baden ,Breisgaustr. 21 76532 Baden-Baden,poststelle@04166406.schule.bwl.de,07221/9313760
Grundschule Ebersteinburg   ,Ebersteinburger Str. 54 76530 Baden-Baden,poststelle@04165189.schule.bwl.de,07221/932315
Grundschule Haueneberstein   ,Alte Dorfstr. 12 76532 Baden-Baden,poststelle@04129665.schule.bwl.de,07221/931281
Grundschule Oos  ,Ooser Hauptstr. 30 76532 Baden-Baden,poststelle@04129616.schule.bwl.de,07221/931965
Grundschule Sandweier   ,Westring 1 76532 Baden-Baden,poststelle@04134545.schule.bwl.de,07221/931240
Grundschule Steinbach   ,Meister-Erwin-Str. 5 76534 Baden-Baden,poststelle@04129641.schule.bwl.de,07223/952006
Grundschule Varnhalt   ,Weinsteige 17 76534 Baden-Baden,poststelle@04129653.schule.bwl.de,07223/57075
Gymnasium Hohenbaden   ,Leo-Wohleb-Weg 1 76530 Baden-Baden,poststelle@04105120.schule.bwl.de,07221/932391
Heinz-von-Förster-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Hubertusstr. 38 76532 Baden-Baden,,07221/968972
IB-GIS Baden-Baden Medizinische Akademie  ,Breisgaustr. 3 76532 Baden-Baden,poststelle@04316489.schule.bwl.de,07221-96690003 
Klosterschule Lichtental Grundschule Baden-Baden  ,Hauptstr. 40 76534 Baden-Baden,poststelle@04129604.schule.bwl.de,07221/932376
Klosterschule vom Hl. Grab Gymnasium  ,Römerplatz 9 76530 Baden-Baden,poststelle@04300639.schule.bwl.de,07221/973980
Louis-Lepoix-Schule Baden-Baden Gewerbliche Schule ,Balger Str. 15 76532 Baden-Baden,poststelle@04101576.schule.bwl.de,07221/931946
Markgraf-Ludwig-Gymnasium   ,Hardstr. 2 76530 Baden-Baden,poststelle@04105132.schule.bwl.de,07221/932366
Pädagogium Baden-Baden   ,Burgstr. 2 76530 Baden-Baden,poststelle@04300627.schule.bwl.de,07221/35590
Realschule Baden-Baden   ,Stephanienstr. 10 76530 Baden-Baden,poststelle@04118205.schule.bwl.de,07221/932356
Richard-Wagner-Gymnasium   ,Rheinstr. 152 76532 Baden-Baden,poststelle@04105144.schule.bwl.de,07221/931910
Robert-Schuman-Schule   ,Rheinstr. 150 76532 Baden-Baden,poststelle@04100304.schule.bwl.de,07221/931926
SRH Fachschulen gGmbH Baden-Ba   ,Jägerweg 10 76532 Baden-Baden,,07221/9965-412
Stulz-von-Ortenberg-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Eckbergstr. 10 76534 Baden-Baden,poststelle@04301978.schule.bwl.de,07221/975200
Theodor-Heuss-Schule Grund- und Werkrealschule  ,Rheinstr. 42 76532 Baden-Baden,poststelle@04129550.schule.bwl.de,07221/932321
Theodor-Heuss-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Rheinstr. 46 76532 Baden-Baden,poststelle@04107967.schule.bwl.de,07221/932380
Vincenti-Grundschule   ,Vincentistr. 2 76530 Baden-Baden,poststelle@04129549.schule.bwl.de,07221/932310
Werkrealschule Lichtental   ,Maximilianstr. 57 76534 Baden-Baden,poststelle@04129598.schule.bwl.de,07221/932326
René-Schickele-Schule Grundschule  ,Weilertalstr. 46 79410 Badenweiler,poststelle@04145701.schule.bwl.de,07632/6424
Silberbergschule Grundschule  ,Hohleimen 6 79353 Bahlingen am Kaiserstuhl,poststelle@04149342.schule.bwl.de,07663/9474-0
Gemeinschaftsschule   ,Ravensburger Str. 18 88255 Baienfurt,poststelle@04140004.schule.bwl.de,0751 /5696010
Grundschule Klosterreichenbach  ,Schulweg 3 72270 Baiersbronn,poststelle@04132044.schule.bwl.de,07442/5243
Grundschule Mitteltal  ,Otto-Gittinger-Weg 6 72270 Baiersbronn,poststelle@04132056.schule.bwl.de,07442/2751
Grundschule Obertal   ,Kraftenbuckelweg 9 72270 Baiersbronn,poststelle@04132068.schule.bwl.de,07449/621
Grundschule Schönmünzach   ,In den Auen 48 72270 Baiersbronn,poststelle@04132081.schule.bwl.de,07447/697
Johannes-Gaiser-Schule RS   ,Nogent-Le-Rotrou-Str. 8 72270 Baiersbronn,poststelle@04119003.schule.bwl.de,07442/84260
Johannes-Gaiser-Werkrealschule   ,Nogent-Le-Rotrou-Str. 8 72270 Baiersbronn,poststelle@04133589.schule.bwl.de,07442/84260
Osterhof Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Heselbacher Weg 52-66 72270 Baiersbronn,,07442/3003
Richard-von-Weizsäcker- Gymnasium  ,Oberdorfstr. 68 72270 Baiersbronn,poststelle@04105156.schule.bwl.de,07442/8499510
Wilhelm-Münster-Schule GS   ,Wilhelm-Münster-Str. 6 72270 Baiersbronn,poststelle@04132032.schule.bwl.de,07442/180210
Klosterwiesenschule Grundschule  ,Boschstr. 1 88255 Baindt,poststelle@04139725.schule.bwl.de,07502/94114-132
Privater Schulkindergarten für Blinde  ,Klosterhof 1 88255 Baindt,,07502/4911
Privates sonderpädagogisches  Bildungs- u. Beratungszentrum  am Heim FSP Sehen,Klosterhof 1 88255 Baindt,,0 75 02 / 94 19 - 0
Otfried-Preußler-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Schulstr. 1 78582 Balgheim,poststelle@04161615.schule.bwl.de,07424/9819490
Schulkindergarten für Sprachbehinderte  ,Schulstr. 1 78582 Balgheim,poststelle@04162012.schule.bwl.de,07424/5753
Abendrealschule   ,Schramberger Str. 17 72336 Balingen,,07433/7340
"Grund-, Werkreal- und Realschule Frommern  ",Beethovenstr. 16 72336 Balingen,poststelle@04147989.schule.bwl.de,07433/99570
Grundschule Endingen   ,Am Wettbach 20 72336 Balingen,poststelle@04147941.schule.bwl.de,07433/9670540
Grundschule Lochenschule Weilstetten  ,Grauenstein 20 72336 Balingen,poststelle@04147990.schule.bwl.de,07433/9974512
Grundschule Schmiden   ,Liegnitzer Str. 28 72336 Balingen,poststelle@04148003.schule.bwl.de,07433/7699
Grundschule Streichen-Zillhausen  ,Ebnetstr. 19 72336 Balingen,poststelle@04165554.schule.bwl.de,07435/448
